state_id,drug,n_samples,spearman_rho,p_value,q_value
A1_basin_edge_0,YM-155,459,0.086,0.06578306003950778,0.30599485485082417
A0_L1_9,AGI-6780,297,0.0861,0.13876933754657433,0.4495140505688406
A1_L1_9,Saracatinib (AZD0530),450,0.0861,0.06792596756162982,0.31195629546822584
A1_L1_10,PHT-427,448,0.0862,0.06841692121516783,0.31319562263127826
A1_L1_12,SB-203580,85,0.0862,0.4326695839331155,0.7443261432811643
A1_L1_7,Elesclomol,431,0.0863,0.07333133376931424,0.32544746191073276
A2_L1_9,XMD 8-87,45,0.0863,0.5729815806476963,0.8300200467326443
A3_L1_10,DBZ,366,0.0863,0.0993600993012869,0.38382094434141983
A1_L1_16,Perhexiline maleate,37,0.0863,0.6115546587902565,0.8514704893136363
A3_L1_8,STO609,415,0.0866,0.07808515270921057,0.33647418843058297
A0_L1_13,PRT062607,447,0.0866,0.06732810534835112,0.31059096217245313
A1_L1_1,Nutlin 3a,323,0.0866,0.12036162142907082,0.41942274458966017
A2_L1_7,Vargetef,452,0.0867,0.06555064040521001,0.3053448313390699
A1_L1_7,Indisulam,117,0.0867,0.3528123492927825,0.6841745256560913
A2_L1_3,Sorafenib,494,0.0867,0.05408966588395812,0.27761252357660626
A1_L1_1,Bay 11-7085,343,0.0868,0.1085786827789608,0.39975524538572266
A1_L1_10,Panobinostat,286,0.0868,0.14325955526816242,0.4590228644251199
A3_L1_7,Vargetef,452,0.0869,0.06476182140799398,0.3030364473430662
A1_L1_4,SGX-523,453,0.0869,0.06473291478037956,0.3030364473430662
A1_L1_9,INK-128,458,0.0869,0.06325492628938327,0.2993744603008979
A3_L1_0,Quizartinib (AC220),461,0.087,0.06204073393554022,0.29702899644814623
A1_basin_edge_0,Entospletinib (GS-9973),313,0.087,0.12469693119105252,0.4265131045075891
A2_L1_7,AGI-6780,297,0.087,0.1344920131028312,0.44259579683521943
A2_L1_0,Olaparib,148,0.0871,0.2927350679765129,0.6341570305570859
A1_L1_0,Artemisinin,196,0.0871,0.22458438496912292,0.5653362512418035
A1_L1_15,GDC-0941,424,0.0871,0.07333438277225965,0.32544746191073276
A2_L1_4,BMS-754807,41,0.0872,0.5877407242982997,0.8397935021002835
A1_L1_16,XMD 8-87,45,0.0872,0.5688725651162253,0.8267721293297227
A1_L1_5,KN93,86,0.0873,0.4242998513261824,0.7387416675715617
A1_L1_15,VX-745,457,0.0873,0.062233420036502285,0.2970448007378981
A2_L1_7,Ralimetinib (LY2228820),42,0.0873,0.5826234019823668,0.8367344361440332
A1_L1_15,Foretinib (XL880),453,0.0874,0.06304033044743504,0.29927262540129956
A0_L1_8,KN92,85,0.0875,0.426003469051353,0.740252664831387
A1_L1_12,Imatinib,505,0.0875,0.04946621128005203,0.2641481494335166
A1_L1_16,Erlotinib,485,0.0876,0.053789599273857736,0.2769896308122242
A3_L1_8,Neratinib (HKI-272),453,0.0876,0.062440741562971955,0.2977943059157124
A1_L1_4,GSK690693,447,0.0876,0.06417190238769581,0.3016946942767974
A3_L1_3,Cediranib (AZD2171),454,0.0878,0.061461688695063396,0.29562643127183325
A1_L1_15,NVP-ADW742,444,0.0878,0.06466774723328393,0.3030364473430662
A3_L1_1,CI-1040 (PD184352),461,0.088,0.05900088979348282,0.2896322380994406
A3_L1_4,SB-431542,459,0.088,0.05965077359782206,0.29120850102873763
A3_L1_1,KN93,86,0.0881,0.4196366094867392,0.7359644995795367
A3_L1_1,Linifanib (ABT-869),453,0.0883,0.06053711510561405,0.2940986331451618
A3_L1_1,Entospletinib (GS-9973),313,0.0884,0.1184435354048548,0.416958977001848
A1_L1_4,Palbociclib,295,0.0885,0.12952417204894415,0.4357297160626445
A1_L1_14,GSK-1838705A,453,0.0887,0.05930860012468774,0.2906738401736437
A2_L1_9,Nilotinib,472,0.0887,0.05401218694146763,0.2774964595299566
A2_L1_7,SNS-032 (BMS-387032),458,0.0888,0.057565855445047186,0.2855266430074341
A1_L1_14,Roscovitine (CYC-202),462,0.0888,0.056612451393648906,0.282834164899777
A1_L1_9,PHA-665752,452,0.0888,0.05923161861862093,0.2905348381609571
A1_basin_edge_0,Rapamycin,466,0.0889,0.05509993550291904,0.27964446482258676
A1_L1_8,KN92,85,0.0889,0.4182082001212001,0.7345299832157055
A0_L1_2,Sunitinib,488,0.089,0.04950647574866876,0.2641481494335166
A3_L1_0,MK-2206,448,0.0891,0.059490830097705796,0.2906738401736437
A1_L1_3,Nutlin 3a,323,0.0892,0.10949296251125108,0.4009783624156862
A3_L1_3,Ruxolitinib (INCB018424),449,0.0893,0.05878486773547167,0.28925887298406694
A3_L1_8,A-674563,461,0.0894,0.055011142186522345,0.27964446482258676
A3_L1_5,Axitinib (AG-013736),476,0.0895,0.0508988100149211,0.2683440664051963
A1_L1_4,NVP-TAE684,451,0.0896,0.05712947428337835,0.28472889112294675
A3_L1_13,Axitinib (AG-013736),476,0.0896,0.05069273745759635,0.26753565886486597
A1_L1_4,Vandetanib (ZD6474),481,0.0897,0.04933164971294607,0.2636691622588497
A1_L1_8,KI20227,405,0.0898,0.07093613107138677,0.32109740009505794
A3_L1_10,Rapamycin,466,0.0899,0.05236390492950399,0.2716788372911504
A3_L1_1,JAK Inhibitor I,448,0.09,0.05697479454463339,0.2842771790835267
A1_L1_3,JNJ-28312141,316,0.0901,0.10984451640488978,0.40182896966684356
A3_L1_0,S31-201,403,0.0901,0.07091430229540092,0.32109740009505794
A1_L1_15,Cediranib (AZD2171),454,0.0901,0.0549731316869194,0.27964446482258676
A1_L1_3,GW-2580,440,0.0901,0.058970209438024786,0.2896322380994406
A1_L1_4,Pelitinib (EKB-569),452,0.0901,0.055646126725118,0.28049267129734273
A3_L1_3,Vismodegib (GDC-0449),457,0.0902,0.053931661654870254,0.27749070726987185
A3_L1_13,Lenalidomide,265,0.0902,0.14321240017341785,0.4590228644251199
A1_L1_13,PP242,458,0.0902,0.05361548307855503,0.2765524085582705
A2_L1_7,VX-745,457,0.0902,0.05402229462139639,0.2774964595299566
A2_L1_7,Lenvatinib,343,0.0903,0.09497077265849732,0.3761218406390042
A3_L1_10,Entospletinib (GS-9973),313,0.0903,0.11088676833722327,0.4025163721842999
A3_L1_3,Flavopiridol,451,0.0903,0.055213013574657605,0.27967376157097806
A3_L1_13,AGI-6780,297,0.0903,0.12049822650795503,0.41942274458966017
A0_L1_11,PLX-4720,88,0.0904,0.40238942203253547,0.7237267048200053
A1_L1_12,XAV-939,270,0.0904,0.1382672769765278,0.44929618304741736
A1_basin_edge_0,INK-128,458,0.0905,0.053030482059422096,0.2743543856474104
A3_L1_1,Indisulam,117,0.0906,0.33108594737945407,0.6674176058188831
A2_L1_7,Vatalanib (PTK787),452,0.0906,0.05438556667480132,0.27854050255232515
A3_L1_10,MK-2206,448,0.0906,0.055351937717188236,0.28010023609302304
A0_L1_6,Midostaurin,462,0.0907,0.05138457250419705,0.26949712181610297
A0_L1_13,PI-103,452,0.091,0.053238911064446344,0.27483867493719183
A3_L1_9,Selumetinib (AZD6244),456,0.091,0.052254584073682046,0.2713912681770617
A3_L1_5,JNJ-7706621,457,0.091,0.05185926392623215,0.2706459901874068
A3_L1_0,GDC-0941,424,0.0911,0.06097556526135494,0.29501612876108074
A1_L1_9,Vargetef,452,0.0911,0.053056598127620175,0.2743543856474104
A3_L1_13,Azacytidine,367,0.0913,0.08078996467067329,0.3444163326574493
A3_L1_13,Baiclein,45,0.0914,0.5506309240724423,0.8189969808050355
A2_L1_9,Ralimetinib (LY2228820),42,0.0915,0.5644799481889087,0.823840200716172
A1_L1_15,Entospletinib (GS-9973),313,0.0915,0.10616682151844192,0.3953359119605645
A0_L1_13,Flavopiridol,451,0.0916,0.05199894563812061,0.2706914046652794
A0_L1_6,Foretinib (XL880),453,0.0917,0.05116818605863069,0.2690778232090842
A1_L1_0,Nutlin 3a,323,0.0917,0.10007849761190495,0.3849177958812075
A3_L1_7,KW-2449,449,0.0918,0.05195125657564267,0.2706914046652794
A3_L1_1,Roscovitine (CYC-202),462,0.0918,0.048577273459848934,0.26189486560962033
A3_L1_13,Ralimetinib (LY2228820),42,0.0918,0.5630952081559097,0.8235881789494316
A2_L1_0,BMS-345541,462,0.0919,0.04840856256890081,0.26144765378702645
A3_L1_0,PI-103,452,0.092,0.05053418127342796,0.26753565886486597
A3_L1_10,Volasertib (BI-6727),349,0.0921,0.08569766259883241,0.353509985437632
A1_L1_16,Roscovitine (CYC-202),462,0.0921,0.047904309184072694,0.2598483962740601
A1_L1_15,Selumetinib (AZD6244),456,0.0922,0.049124783813522886,0.26336536571482105
A1_L1_5,Panobinostat,286,0.0922,0.11995216330558064,0.41875192144966217
A3_L1_13,Trametinib (GSK1120212),484,0.0922,0.0426513836904917,0.24338096556638517
A3_L1_4,KN93,86,0.0924,0.3976542333962645,0.7193954853104684
A1_L1_15,17-AAG (Tanespimycin),449,0.0924,0.050354736781149205,0.267065327667344
A3_L1_5,Vargetef,452,0.0925,0.049314572811348684,0.2636691622588497
A1_L1_14,Palbociclib,295,0.0925,0.11269042516867447,0.40584352939611135
A1_L1_12,GSK690693,447,0.0926,0.050302500642475476,0.2670166986158801
A1_L1_4,Canertinib (CI-1033),455,0.0926,0.0484435034814292,0.26144765378702645
A3_L1_1,Gefitinib,466,0.0926,0.04564433267437676,0.2513275866617548
A3_L1_1,PH-797804,45,0.0926,0.5450824713231399,0.815715984118626
A1_L1_6,Tandutinib (MLN518),83,0.0927,0.40432268594331644,0.7242768772064264
A1_L1_4,Foretinib (XL880),453,0.0928,0.048452153903434415,0.26144765378702645
A3_L1_10,GW-2580,440,0.0928,0.05175976389623492,0.27035428488345115
A1_L1_8,Lovastatin,134,0.0929,0.28589932009839675,0.6283930376981973
A3_L1_9,BEZ235,449,0.093,0.04889131719409612,0.2629021392917571
A2_L1_12,Indisulam,117,0.093,0.31882963048605834,0.6555193243043042
A1_L1_15,PRT062607,447,0.0931,0.049147375505169025,0.26336536571482105
A2_L1_7,GSK690693,447,0.0933,0.04863291889890142,0.2619670696552466
A1_L1_2,Birinapant,86,0.0933,0.3926841281972291,0.7171256538506098
A1_L1_0,Sorafenib,494,0.0934,0.03795771285829011,0.2291507494852957
A1_L1_13,Midostaurin,462,0.0938,0.04387755467574769,0.24619080451550743
A0_L1_13,Lenvatinib,343,0.0938,0.0826363983975494,0.34715713537533305
A1_L1_1,Canertinib (CI-1033),455,0.0938,0.045555772210490994,0.2510629224044837
A0_L1_8,NVP-ADW742,444,0.094,0.047789410368403215,0.25951835786099076
A3_L1_3,Lovastatin,134,0.0941,0.27931007188954143,0.6225279230793382
A0_L1_13,Ponatinib (AP24534),301,0.0942,0.10302367198142162,0.39043200873154893
A2_L1_0,Saracatinib (AZD0530),450,0.0942,0.04588963153656702,0.2520068339474894
A1_L1_0,Ponatinib (AP24534),301,0.0943,0.1024046041527098,0.38967729600779516
A3_L1_4,Gilteritinib,278,0.0945,0.11609312381997366,0.412086463836813
A1_L1_14,Venetoclax,367,0.0945,0.07053700307397628,0.32038785279022197
A0_L1_6,Cytarabine,329,0.0946,0.08683638167822876,0.35654673271855514
A1_L1_14,Vargetef,452,0.0946,0.0444336254736357,0.24707486810452137
A3_L1_1,Dasatinib,493,0.0947,0.035628811541785176,0.22013492879548405
A0_L1_2,Canertinib (CI-1033),455,0.0947,0.04350943990240329,0.24597423238400332
A1_basin_edge_0,GDC-0941,424,0.0948,0.0510272645042298,0.26860314571774596
A3_L1_4,SB-202190,85,0.0948,0.3883160084345876,0.7135623154399653
A1_L1_13,Imatinib,505,0.0948,0.033174960849795765,0.2120461415141585
A1_L1_0,Entrectinib,215,0.0948,0.16611485664480832,0.4902009096610241
A3_L1_9,Bosutinib (SKI-606),456,0.0949,0.042709816218762464,0.24338314389368318
A1_L1_14,Lenalidomide,265,0.0949,0.12336461719527717,0.42389817927831025
A0_L1_2,Tozasertib (VX-680),458,0.095,0.04223737087427895,0.24202560020381653
A1_L1_4,Quizartinib (AC220),461,0.095,0.0414894540620598,0.2399576634186294
A1_L1_16,DBZ,366,0.095,0.06943475825100551,0.31677373153512445
A1_basin_edge_0,Imatinib,505,0.095,0.03274212566004541,0.2106131508399983
A0_L1_13,OTX-015,292,0.095,0.10536206913162482,0.39416959575722027
A3_L1_3,Ranolazine,45,0.0951,0.534438671531089,0.810547887351456
A2_L1_4,MK-2206,448,0.0951,0.044155319316266775,0.24670586550697443
A1_L1_13,JQ1,348,0.0952,0.0761799856356054,0.3314553770116411
A3_L1_4,Idelalisib,444,0.0952,0.0448756204617487,0.24886301150522533
A2_L1_0,Ruxolitinib (INCB018424),449,0.0952,0.043747507429388405,0.24619080451550743
A3_L1_1,Artemisinin,196,0.0953,0.18416857200561546,0.5115733921635661
A3_L1_7,Ponatinib (AP24534),301,0.0953,0.09900693271634164,0.38293386328216983
A3_L1_0,Sunitinib,488,0.0954,0.03508987502099341,0.2199769718201811
A3_L1_10,AT7519,446,0.0955,0.04386653584701111,0.24619080451550743
A3_L1_9,PHT-427,448,0.0955,0.043276596392423615,0.2454848102772428
A3_L1_4,PP242,458,0.0956,0.04077273373595714,0.23736239358021996
A3_L1_5,Go6976,85,0.0957,0.38381057564823773,0.7091289524322959
A3_L1_4,Ranolazine,45,0.0958,0.5313134644129422,0.8089016702169621
A3_L1_9,S31-201,403,0.0958,0.05458645385081623,0.2789870109154191
A1_L1_9,Dasatinib,493,0.096,0.033113577064647085,0.21187221651270582
A1_L1_16,GSK-1838705A,453,0.096,0.04119155322632232,0.23886319637028924
A3_L1_5,17-AAG (Tanespimycin),449,0.0961,0.04190088960137211,0.24089492029097498
A3_L1_5,Bay 11-7085,343,0.0961,0.07558465347159646,0.3299729754100534
A2_L1_12,Cytarabine,329,0.0962,0.08133801599132123,0.34517159421368354
A0_L1_11,Nutlin 3a,323,0.0963,0.08391058711906388,0.3500980081683688
A3_L1_13,Vismodegib (GDC-0449),457,0.0963,0.039569692371482106,0.2336496120982753
A1_L1_3,RAF265 (CHIR-265),450,0.0963,0.041261690856867705,0.23886319637028924
A3_L1_10,VX-745,457,0.0963,0.03970984575771717,0.23370439872307452
A3_L1_7,ABT-737,236,0.0964,0.13987157546199708,0.4516686290960322
A0_L1_8,Bay 11-7085,343,0.0965,0.07415677826457044,0.3270314670891132
A0_L1_9,RAF265 (CHIR-265),450,0.0966,0.040624135267276734,0.23716538479954402
A1_basin_edge_0,JNK Inhibitor II,82,0.0966,0.3881622215974252,0.7135393551554619
A0_L1_6,Tivozanib (AV-951),448,0.0966,0.040974559983374,0.23786729578363183
A3_L1_5,Midostaurin,462,0.0967,0.037819663264876305,0.22873509539528517
A2_L1_12,Lenvatinib,343,0.0968,0.07330028871154015,0.32544746191073276
A0_L1_2,Neratinib (HKI-272),453,0.0968,0.03951429800391214,0.23354494530434247
A2_L1_3,LY294002,86,0.0968,0.3751477000823582,0.702327540223966
A2_L1_7,Ibrutinib (PCI-32765),438,0.0969,0.042670178963009786,0.24338096556638517
A0_L1_8,CHIR-99021,457,0.097,0.038222515669487665,0.22974832142620835
A3_L1_1,Sunitinib,488,0.097,0.03224583982015203,0.20847154002600896
A2_L1_9,Birinapant,86,0.0971,0.3737445305700292,0.7019739744120511
A1_L1_9,Midostaurin,462,0.0971,0.03691825724365465,0.22519275433407113
A3_L1_5,Erlotinib,485,0.0972,0.03235609695711933,0.208966459514729
A0_L1_8,AGI-5198,299,0.0973,0.09309775858135748,0.3719111489719178
A0_L1_9,Alisertib (MLN8237),459,0.0974,0.03691808064622585,0.22519275433407113
A3_L1_10,KI20227,405,0.0974,0.050063150980176364,0.2659738955245017
A1_L1_15,Dasatinib,493,0.0975,0.030433604305995444,0.20169008372051342
A3_L1_1,Foretinib (XL880),453,0.0975,0.038093766389566075,0.22974832142620835
A3_L1_1,A-674563,461,0.0976,0.03610038082845057,0.22182592778631668
A1_L1_13,LY-333531,415,0.0977,0.046777242946635926,0.2552983329834003
A3_L1_0,Masitinib (AB-1010),448,0.0978,0.038538428110202694,0.22974832142620835
A3_L1_1,Metformin,43,0.0978,0.5328475272676435,0.8099650816988616
A1_L1_7,BMS-754807,41,0.0978,0.5428648700704053,0.813592242182039
A3_L1_1,Tivozanib (AV-951),448,0.0978,0.03848670712705729,0.22974832142620835
A1_basin_edge_0,PHT-427,448,0.0978,0.03851352976110634,0.22974832142620835
A3_L1_0,Foretinib (XL880),453,0.098,0.03713217530677749,0.2257053793157063
A0_L1_9,STO609,415,0.0981,0.04569841505284214,0.2514021058807642
A3_L1_4,Erlotinib,485,0.0981,0.03078853597595085,0.20242727789066306
A2_L1_7,p38 MAP Kinase Inhibitor,85,0.0981,0.3719163324054604,0.7004499577502595
A1_L1_8,LY294002,86,0.0982,0.36854489863993667,0.6970647869333763
A3_L1_1,SB-431542,459,0.0982,0.03543804843409937,0.22013492879548405
A1_L1_4,Lenalidomide,265,0.0982,0.11085037523264346,0.4025163721842999
A2_L1_9,Cediranib (AZD2171),454,0.0985,0.035860647678480684,0.2207904822309635
A0_L1_13,AMPK Inhibitor,85,0.0985,0.3695723461589986,0.6977309823951862
A3_L1_4,Vargetef,452,0.0985,0.03627228681060172,0.22244132366541114
A3_L1_10,Axitinib (AG-013736),476,0.0985,0.03173137161497624,0.2061780978776486
A3_L1_0,PD173955,453,0.0987,0.03575664421412756,0.22036898024611418
A2_L1_7,Dovitinib (CHIR-258),455,0.0987,0.03537817675556196,0.22013492879548405
A1_L1_5,BLZ945,45,0.0987,0.5189719115772422,0.801401208413176
A3_L1_1,NVP-TAE684,451,0.0988,0.036022424811082775,0.22156650181419962
A1_L1_2,Ranolazine,45,0.0988,0.5186085087160962,0.8010395500846528
A1_L1_7,TG100-115,451,0.099,0.035616242933290736,0.22013492879548405
A3_L1_13,PRT062607,447,0.0991,0.03614017393064977,0.22185057264359265
A3_L1_5,Palbociclib,295,0.0991,0.0891490917617425,0.36355481342241786
A3_L1_0,Axitinib (AG-013736),476,0.0995,0.02992332121299579,0.19998966445524372
A3_L1_0,Tandutinib (MLN518),83,0.0996,0.3703376595602982,0.6981129490039065
A3_L1_9,Perhexiline maleate,37,0.0998,0.5566964881685261,0.8225007411474693
A3_L1_4,Perhexiline maleate,37,0.0998,0.5566964881685261,0.8225007411474693
A1_basin_edge_0,MGCD-265,448,0.1,0.03427412974498039,0.21705781860968174
A0_L1_4,Venetoclax,367,0.1,0.055693449143373694,0.28050315571804785
A3_L1_8,Vargetef,452,0.1001,0.033445132572766184,0.21333315015550447
A0_L1_13,Cediranib (AZD2171),454,0.1001,0.03292225539816122,0.21130226031946125
A3_L1_1,TG101348,85,0.1003,0.3608598605282133,0.688833477609274
A0_L1_13,PH-797804,45,0.1004,0.5117075288982544,0.7964690229787078
A0_L1_9,Pelitinib (EKB-569),452,0.1004,0.032826748063302845,0.21090760413728254
A1_L1_13,Vargetef,452,0.1005,0.032717857211891244,0.2106131508399983
A2_L1_3,Baiclein,45,0.1007,0.5104731587751952,0.7958023356236078
A3_L1_7,A-674563,461,0.1007,0.0306669777518568,0.2022715553845874
A1_L1_13,OTX-015,292,0.1007,0.08597483510891002,0.35415672650867774
A3_L1_10,Selinexor,241,0.1007,0.11903620743691103,0.41761502637554404
A1_basin_edge_0,XMD 8-87,45,0.1009,0.5097580459390856,0.7950943106471272
A3_L1_10,Tivozanib (AV-951),448,0.101,0.032612151000315295,0.21040097419558254
A0_L1_9,Vandetanib (ZD6474),481,0.1011,0.026586334073546908,0.18731280824544413
A1_L1_15,Pazopanib (GW786034),467,0.1012,0.028735684041491082,0.19545290723163952
A1_L1_6,Birinapant,86,0.1013,0.35338446483883323,0.6841745256560913
A1_L1_12,KN92,85,0.1014,0.3556190860496117,0.685269632263468
A2_L1_3,GSK-2879552,84,0.1014,0.3587679612321566,0.6859931548605818
A1_L1_15,Rapamycin,466,0.1014,0.028685101391587784,0.1954369545360926
A3_L1_0,LY294002,86,0.1015,0.35248842672161285,0.6841745256560913
A1_L1_15,INK-128,458,0.1016,0.02970224918388878,0.1988703509072467
A1_L1_8,Vismodegib (GDC-0449),457,0.1017,0.029644498523762965,0.1988703509072467
A0_L1_13,PP242,458,0.1017,0.02949336663966848,0.1986315015205106
A0_L1_2,Gilteritinib,278,0.1017,0.09060795966428573,0.3674096467747361
A2_L1_0,SB-202190,85,0.1017,0.35425091212814697,0.6842839908458695
A2_L1_3,PH-797804,45,0.1018,0.505600988097092,0.7918549866967377
A1_L1_14,Ranolazine,45,0.1018,0.505793218060455,0.7918984727209144
A3_L1_1,Vatalanib (PTK787),452,0.1018,0.030405736209898362,0.20169008372051342
A1_L1_14,Birinapant,86,0.102,0.3502788451423884,0.6821026881771964
A2_L1_0,AT7519,446,0.1021,0.03107831583428777,0.2036845223811672
A0_L1_9,Quizartinib (AC220),461,0.1021,0.028319244443517955,0.1937963568055051
A3_L1_5,Linifanib (ABT-869),453,0.1022,0.029616441188695674,0.1988703509072467
A1_basin_edge_0,BEZ235,449,0.1022,0.030341267836123585,0.20169008372051342
A3_L1_10,YM-155,459,0.1022,0.028583683452755308,0.19496745032938506
A1_L1_9,BLZ945,45,0.1022,0.5039420157258068,0.7912525531550462
A1_L1_14,Ruxolitinib (INCB018424),449,0.1023,0.03027081832572478,0.20169008372051342
A0_L1_9,PHA-665752,452,0.1023,0.02970184187652739,0.1988703509072467
A3_L1_4,AGI-5198,299,0.1024,0.07700830936470773,0.33392839672771035
A3_L1_3,Nilotinib,472,0.1025,0.02598155313828339,0.18515589592799658
A1_L1_9,Quizartinib (AC220),461,0.1025,0.027724020362299314,0.19205466619693382
A0_L1_13,Vismodegib (GDC-0449),457,0.1026,0.02835053155203115,0.1937963568055051
A1_L1_13,Neratinib (HKI-272),453,0.1027,0.02878220951142192,0.19545421574021457
A1_L1_12,p38 MAP Kinase Inhibitor,85,0.1027,0.34982598265849163,0.6816219649536921
A3_L1_4,Tofacitinib (CP-690550),458,0.1027,0.027983196300312953,0.19326316258864545
A1_L1_4,BLZ945,45,0.1028,0.5017343709078819,0.7908567661010854
A3_L1_10,Nilotinib,472,0.1028,0.025466686597445134,0.18276257947914618
A3_L1_9,Ibrutinib (PCI-32765),438,0.1029,0.03132650896444906,0.2044466900837728
A3_L1_8,Tozasertib (VX-680),458,0.103,0.027531177370905636,0.19124353184678802
A1_L1_13,BEZ235,449,0.103,0.02915213001379429,0.19701368393109125
A2_L1_3,Entrectinib,215,0.103,0.13237156899258695,0.4398197897931614
A0_L1_13,Ralimetinib (LY2228820),42,0.103,0.5163136119420488,0.7995958850928443
A0_L1_13,SNS-032 (BMS-387032),458,0.1031,0.027326268672673154,0.1912221961293155
A1_L1_0,Erlotinib,485,0.1031,0.023180415354185784,0.17372978939645176
A3_L1_13,Bay 11-7085,343,0.1031,0.05647089752753028,0.2826557621132889
A1_L1_15,Doramapimod (BIRB 796),454,0.1031,0.028041584592434148,0.19339023856851137
A2_L1_7,TG101348,85,0.1031,0.3478951408679063,0.679767760661787
A1_basin_edge_0,BLZ945,45,0.1032,0.49979776115491503,0.7900933501174078
A1_L1_13,KU-55933,453,0.1032,0.028072819368931894,0.1933905334304197
A2_L1_7,Flavopiridol,451,0.1033,0.028276046707930935,0.1937963568055051
A1_L1_10,Bosutinib (SKI-606),456,0.1033,0.027469177575719123,0.19124353184678802
A2_L1_12,BLZ945,45,0.1034,0.4989817759878479,0.7897499306719642
A0_L1_2,ABT-737,236,0.1034,0.11318200162504807,0.4060928299046864
A1_L1_5,Staurosporine,89,0.1034,0.33476500456737135,0.6690876952392891
A2_L1_3,AZD1480,456,0.1035,0.027041676011399066,0.18965881365460885
A2_L1_7,LY-333531,415,0.1037,0.03466540514968595,0.21864243329405178
A1_L1_10,Entospletinib (GS-9973),313,0.1037,0.06685106880607335,0.30954191680183324
A2_L1_7,PP2,85,0.1038,0.34450764490809305,0.6761466914941997
A1_L1_7,PLX-4720,88,0.1038,0.33571529509706166,0.6690876952392891
A3_L1_8,Canertinib (CI-1033),455,0.1038,0.026781554923577856,0.1882603634083704
