state_id,drug,n_samples,spearman_rho,p_value,q_value
A1_L1_14,KN92,85,-0.2523,0.019855751605272334,0.157625684958628
A2_L1_0,Cytarabine,329,-0.2505,4.230973366667016e-06,0.000323852282386858
A2_L1_0,Venetoclax,367,-0.2505,1.173227287627419e-06,0.00011021226035287875
A2_L1_4,LY-333531,415,-0.2504,2.353428194778655e-07,2.9182509615255322e-05
A3_L1_8,PH-797804,45,-0.2503,0.09721043791177045,0.38025534072743017
A0_L1_2,OTX-015,292,-0.2497,1.580948367076293e-05,0.0009879161807221418
A1_L1_16,Selumetinib (AZD6244),456,-0.2487,7.36554559229497e-08,1.0596376119115613e-05
A0_L1_8,Tandutinib (MLN518),83,-0.2469,0.024445641185950533,0.17872992376520436
A0_L1_8,GDC-0941,424,-0.2461,2.8682921772995664e-07,3.3553606602372285e-05
A0_L1_4,p38 MAP Kinase Inhibitor,85,-0.2461,0.023161628250653002,0.17372978939645176
A2_L1_4,AMPK Inhibitor,85,-0.2457,0.023399308856028537,0.17372978939645176
A0_L1_8,Cytarabine,329,-0.2456,6.576090167255382e-06,0.0004686409084710732
A0_L1_8,LY294002,86,-0.2455,0.022699377405042652,0.1710038152020224
A0_L1_9,LY294002,86,-0.2454,0.022742425822288973,0.1711201942939219
A1_basin_edge_0,Venetoclax,367,-0.2444,2.1564307481855565e-06,0.0001883080371654993
A1_L1_2,AT-101,85,-0.2442,0.024287951062530688,0.17799680447717525
A3_L1_3,Venetoclax,367,-0.243,2.485189160039337e-06,0.00020821855124653903
A0_L1_8,Pazopanib (GW786034),467,-0.2429,1.0731052869392053e-07,1.4463592997876245e-05
A1_L1_8,Etomoxir,44,-0.2425,0.11276226183863196,0.40584352939611135
A0_L1_4,Go6976,85,-0.2417,0.0258183627862065,0.1843640935625514
A1_L1_16,MK-2206,448,-0.2414,2.326482662888145e-07,2.9182509615255322e-05
A2_L1_4,Sorafenib,494,-0.2399,6.741890946037193e-08,9.952315206054904e-06
A1_L1_6,Cabozantinib,450,-0.2395,2.712562825461872e-07,3.234209522666078e-05
A2_L1_4,Dovitinib (CHIR-258),455,-0.239,2.4756197406742296e-07,3.009576939643181e-05
A2_L1_0,Indisulam,117,-0.2359,0.010439031729791859,0.11197577288012027
A2_L1_4,Erlotinib,485,-0.2355,1.5445493294696678e-07,2.0374906048323277e-05
A0_L1_2,SB-203580,85,-0.235,0.03041993050077682,0.20169008372051342
A0_L1_11,NVP-AEW541,44,-0.2348,0.12506464903141887,0.4265131045075891
A0_L1_11,Metformin,43,-0.2309,0.13622828220912717,0.44618703030657575
A2_L1_3,XMD 8-87,45,-0.2306,0.12756448885521812,0.4326585508218557
A3_L1_1,Perhexiline maleate,37,-0.23,0.17091959433030804,0.4958576940143556
A1_L1_16,Rapamycin,466,-0.2296,5.421160088209274e-07,5.797834638056937e-05
A0_L1_8,Foretinib (XL880),453,-0.2282,9.205203902432317e-07,9.059089554774662e-05
A0_L1_2,Dasatinib,493,-0.2266,3.6833470963083303e-07,4.152136726747572e-05
A1_L1_14,SB-203580,85,-0.2252,0.03822083547753921,0.22974832142620835
A0_L1_8,Regorafenib (BAY 73-4506),450,-0.225,1.4253971169184396e-06,0.00013190241977454215
A0_L1_8,CI-1040 (PD184352),461,-0.2246,1.1048763636260439e-06,0.00010538820699202264
A0_L1_8,MGCD-265,448,-0.223,1.8633267117947687e-06,0.0001674293567119937
A2_L1_4,NF-kB Activation Inhibitor,441,-0.2225,2.3702723099462487e-06,0.00020131079892694167
A1_L1_3,PH-797804,45,-0.2224,0.1420040587680144,0.45673507403747676
A1_L1_6,Regorafenib (BAY 73-4506),450,-0.2216,2.063370421568068e-06,0.0001827556659103146
A3_L1_13,AKT Inhibitor IV,83,-0.2216,0.04408399966853454,0.24670586550697443
A1_L1_13,PH-797804,45,-0.2214,0.1438161440400102,0.46033045588438987
A0_L1_11,BMS-754807,41,-0.2213,0.16442872978895592,0.48871434548970605
A3_L1_8,Bortezomib (Velcade),463,-0.2209,1.5857450879592107e-06,0.00014458264037275158
A1_L1_3,Go6976,85,-0.22,0.043063445163437845,0.2447235197188952
A0_L1_8,Go6976,85,-0.2194,0.04364058961651672,0.24597423238400332
A3_L1_8,SB-203580,85,-0.2191,0.04394874677934698,0.24636729659308435
A2_L1_7,Metformin,43,-0.219,0.15830130369907902,0.4808483578307614
A1_L1_16,JNK Inhibitor II,82,-0.2188,0.0482274531485503,0.26114428779127674
A1_L1_16,Panobinostat,286,-0.2182,0.0002002685741315683,0.006604601912849593
A3_L1_9,XMD 8-87,45,-0.2177,0.15092549830761479,0.47023368090138995
A0_L1_8,Tivozanib (AV-951),448,-0.2175,3.3866460443470295e-06,0.00026919494198655874
A3_L1_8,PLX-4720,88,-0.2174,0.04189432948401635,0.24089492029097498
A0_L1_8,PLX-4720,88,-0.2173,0.041945378673653375,0.24089492029097498
A0_L1_9,Lovastatin,134,-0.2171,0.011729451848912671,0.11691736569655717
A1_L1_6,Dovitinib (CHIR-258),455,-0.217,2.9913034548817423e-06,0.0002440273871087737
A1_L1_14,LY294002,86,-0.2166,0.04519811107355481,0.24975783302677343
A3_L1_13,BLZ945,45,-0.2157,0.1547619107129626,0.4757183175113377
A2_L1_3,Lovastatin,134,-0.2152,0.012532488625405094,0.12084203651245969
A1_basin_edge_0,Lenalidomide,265,-0.2145,0.0004375192266501666,0.012018720286023786
A3_L1_7,BLZ945,45,-0.2145,0.15709778304082067,0.47873539164017964
A2_L1_0,AT-101,85,-0.2139,0.049320426664211256,0.2636691622588497
A0_L1_11,AT-101,85,-0.2133,0.05000578398123676,0.2659738955245017
A0_L1_2,Bortezomib (Velcade),463,-0.2129,3.792298126998803e-06,0.00029390310484240725
A3_L1_8,Selumetinib (AZD6244),456,-0.2126,4.668898286969047e-06,0.00035301426072204987
A0_L1_6,LY294002,86,-0.2121,0.049897913870119,0.26577926631850324
A1_L1_9,SB-202190,85,-0.2114,0.052168043394237064,0.27134384986935384
A2_L1_12,JNK Inhibitor II,82,-0.2114,0.05656653950977247,0.28283269754886237
A2_L1_4,KW-2449,449,-0.2114,6.222382983670859e-06,0.00045386793527952147
A3_L1_5,Perhexiline maleate,37,-0.211,0.2099929999456658,0.5461227347580235
A0_L1_8,BEZ235,449,-0.211,6.532993626638081e-06,0.0004686409084710732
A2_L1_9,Metformin,43,-0.2082,0.18025164206506458,0.5052785611459352
A1_L1_6,KW-2449,449,-0.2069,9.866812604486355e-06,0.0006951617971342658
A1_L1_3,BLZ945,45,-0.2061,0.17445597526091888,0.5000085376836179
A0_L1_6,Birinapant,86,-0.2059,0.05724045299935764,0.28482408394543934
A0_L1_13,Ranolazine,45,-0.2058,0.17508833885346525,0.5010937437887958
A1_L1_6,BMS-754807,41,-0.2056,0.19722611717689084,0.5306223132112665
A3_L1_13,Ranolazine,45,-0.2051,0.17650428953769987,0.5022150505432488
A1_L1_16,17-AAG (Tanespimycin),449,-0.2041,1.3030430649625554e-05,0.0008686953766417037
A2_L1_4,AZD1152-HQPA (AZD2811),455,-0.2038,1.1787880985515117e-05,0.000812054023446597
A1_basin_edge_0,Artemisinin,196,-0.2038,0.004169730662210463,0.059001042024651396
A1_L1_10,Indisulam,117,-0.2036,0.02768320015476713,0.19198639928361994
A0_L1_8,Saracatinib (AZD0530),450,-0.2031,1.411454921125454e-05,0.000911564636560189
A2_L1_9,BMS-754807,41,-0.2027,0.20370146518785728,0.5374137219231389
A1_L1_9,SNS-032 (BMS-387032),458,-0.2016,1.379846580799162e-05,0.0009005314527320847
A3_L1_8,Panobinostat,286,-0.2004,0.0006531818858638808,0.015943809812425436
A2_L1_0,Dovitinib (CHIR-258),455,-0.2003,1.6759379263835608e-05,0.0010088170042308812
A2_L1_4,NVP-TAE684,451,-0.1998,1.9137801846705167e-05,0.0011089193593417947
A1_L1_16,YM-155,459,-0.1998,1.609347326660263e-05,0.0009879161807221418
A3_L1_9,Venetoclax,367,-0.1997,0.00011760950042905057,0.0046316390425466475
A3_L1_8,Motesanib (AMG-706),450,-0.1995,2.0221885866698663e-05,0.0011502357098489148
A1_L1_8,LY-333531,415,-0.1993,4.3314287377492055e-05,0.0021657143688746027
A1_L1_12,BMS-754807,41,-0.1989,0.2125441551008911,0.5501652681148301
A1_L1_3,Ralimetinib (LY2228820),42,-0.1988,0.20697496499044213,0.5428277423607196
A1_L1_14,AKT Inhibitor IV,83,-0.1988,0.07159706701251105,0.32260306357381435
A0_L1_2,BI-2536,110,-0.198,0.0381454214959201,0.22974832142620835
A1_L1_6,Lenalidomide,265,-0.198,0.0011922956079739987,0.024628588585726367
A3_L1_7,Staurosporine,89,-0.1978,0.06310698855941957,0.29935985391614484
A1_L1_3,LY294002,86,-0.1978,0.06789504449934401,0.31195629546822584
A1_L1_14,Tandutinib (MLN518),83,-0.1973,0.07385602939593726,0.32637732163564576
A2_L1_4,RAF265 (CHIR-265),450,-0.1972,2.512372650772941e-05,0.0014070396167988335
A1_L1_16,Motesanib (AMG-706),450,-0.1971,2.5417489851849897e-05,0.0014070396167988335
A1_L1_16,GDC-0941,424,-0.1962,4.739483921012962e-05,0.0023137638039590837
A1_L1_10,GSK-2879552,84,-0.1959,0.07418271741634924,0.3270314670891132
A1_L1_0,Dasatinib,493,-0.1957,1.2078891900129683e-05,0.0008229574701187257
A3_L1_8,Nilotinib,472,-0.1956,1.875963586651675e-05,0.001097261720494376
A1_L1_1,SB-202190,85,-0.1956,0.07274828831297835,0.32477832788016553
A2_L1_4,KN93,86,-0.1955,0.07128574445955523,0.3219300985728847
A0_L1_8,AZD1480,456,-0.1955,2.6189035944893007e-05,0.0014369205562684657
A1_L1_14,Panobinostat,286,-0.1953,0.0009007974135557849,0.02016225257778291
A1_L1_8,Dovitinib (CHIR-258),455,-0.1952,2.7656218170304096e-05,0.001491030892659873
A0_L1_2,PHT-427,448,-0.1951,3.2139824075171524e-05,0.0016887026208988428
A0_L1_6,SB-202190,85,-0.195,0.0736404357542563,0.32588915180327555
A1_L1_5,GSK-2879552,84,-0.1949,0.0756767520756952,0.3299729754100534
A0_L1_8,YM-155,459,-0.1946,2.684707354406378e-05,0.0014601039997648722
A1_L1_16,Ralimetinib (LY2228820),42,-0.1942,0.2177439584539554,0.5571612307936235
A1_L1_7,Ponatinib (AP24534),301,-0.1941,0.0007079896975826735,0.016753954675620516
A2_L1_0,PH-797804,45,-0.1939,0.20176629628134055,0.5363301296457704
A1_L1_9,SB-203580,85,-0.1937,0.07566439576636147,0.3299729754100534
A0_L1_9,Elesclomol,431,-0.1936,5.2048863713061616e-05,0.002482330423238323
A1_L1_16,Trametinib (GSK1120212),484,-0.1935,1.8217425391198295e-05,0.0010756955945278991
A0_L1_8,Cabozantinib,450,-0.1931,3.745070027757208e-05,0.0019349528476745573
A1_L1_15,XMD 8-87,45,-0.193,0.20396078453753844,0.5374137219231389
A0_L1_9,TG101348,85,-0.1924,0.07774953573171081,0.3356874105408127
A2_L1_4,Cabozantinib,450,-0.1921,4.093150675643236e-05,0.0020632141617063465
A0_L1_4,Metformin,43,-0.192,0.21731205464203734,0.5571033455320585
A0_L1_8,Midostaurin,462,-0.1916,3.396927292239464e-05,0.0017698276648642586
A0_L1_8,Bosutinib (SKI-606),456,-0.1916,3.8047316283951175e-05,0.0019495319087644404
A0_L1_8,Idelalisib,444,-0.1914,4.9214490131509814e-05,0.0023838268657450064
A3_L1_3,Dovitinib (CHIR-258),455,-0.1911,4.076490415616372e-05,0.0020632141617063465
A3_L1_3,LY-333531,415,-0.1907,9.28444231281073e-05,0.0038633249892232563
A1_L1_12,Staurosporine,89,-0.1893,0.07568020073683894,0.3299729754100534
A3_L1_1,Birinapant,86,-0.1893,0.08088726950781294,0.3444163326574493
A2_L1_4,Azacytidine,367,-0.1893,0.00026494850765729753,0.008172541032215147
A1_L1_1,p38 MAP Kinase Inhibitor,85,-0.1892,0.08286009409830118,0.34762755104141246
A1_L1_6,Ponatinib (AP24534),301,-0.1886,0.00101100685201924,0.022149266722682994
A1_L1_6,AGI-5198,299,-0.1886,0.0010512515425142132,0.022652351454518195
A3_L1_7,LY294002,86,-0.1881,0.08292599161133049,0.34762755104141246
A2_L1_4,Midostaurin,462,-0.1875,5.0141451574081385e-05,0.002409899222940346
A1_L1_1,Lestaurtinib (CEP-701),84,-0.1873,0.08792323736242083,0.3595805221945971
A2_L1_4,Sunitinib,488,-0.1871,3.185361785615834e-05,0.0016887026208988428
A1_L1_3,AKT Inhibitor IV,83,-0.1871,0.09030811737315599,0.36691371409801254
A1_L1_0,Etomoxir,44,-0.1864,0.22560193348389784,0.5655700338928867
A1_L1_2,JNK Inhibitor II,82,-0.1863,0.09375766486943488,0.373481785101291
A1_L1_6,LY-333531,415,-0.1863,0.00013492075143490035,0.005085440270266861
A1_L1_2,NVP-AEW541,44,-0.1863,0.22587063785031283,0.5655700338928867
A0_L1_4,Etomoxir,44,-0.1858,0.22710296342429667,0.5662537912624919
A1_L1_6,Ibrutinib (PCI-32765),438,-0.1857,9.234822352103171e-05,0.0038633249892232563
A0_L1_8,Ibrutinib (PCI-32765),438,-0.1855,9.407458952738426e-05,0.003888416367131883
A2_L1_4,Cytarabine,329,-0.1852,0.0007348260014619956,0.01725727730706202
A2_L1_4,Nutlin 3a,323,-0.1849,0.0008422597708654517,0.019198568306491914
A0_L1_8,JAK Inhibitor I,448,-0.1848,8.366603879756787e-05,0.0036022877815619497
A1_L1_6,Bay 11-7085,343,-0.1848,0.0005818045466481848,0.014486699555095366
A3_L1_1,Ranolazine,45,-0.1847,0.2245578271709582,0.5653362512418035
A1_L1_15,ABT-737,236,-0.1847,0.0044171167274606495,0.0615418510342832
A3_L1_8,Rapamycin,466,-0.1839,6.514520719922268e-05,0.002948177260110807
A0_L1_8,Lestaurtinib (CEP-701),84,-0.1836,0.09461350765794004,0.37506633470538886
A1_L1_5,Olaparib,148,-0.1835,0.02554618043685673,0.18289413245786573
A2_L1_4,Perhexiline maleate,37,-0.1833,0.2776085268552895,0.6209362901433767
A0_L1_8,JQ1,348,-0.1829,0.0006076035596047755,0.015008534141631905
A1_L1_16,Nilotinib,472,-0.1822,6.847369037543563e-05,0.003054222160630942
A0_L1_8,Vismodegib (GDC-0449),457,-0.1819,9.244212042400643e-05,0.0038633249892232563
A0_L1_8,GW-2580,440,-0.1818,0.0001252937844557881,0.004795194219912878
A2_L1_4,Regorafenib (BAY 73-4506),450,-0.1817,0.00010601242225549038,0.004268032584311951
A2_L1_4,Lenalidomide,265,-0.1815,0.003028819166310519,0.04790479293654392
A2_L1_4,Crenolanib,446,-0.1813,0.00011840804838290479,0.0046316390425466475
A1_L1_9,Elesclomol,431,-0.1812,0.00015510157001574748,0.005463805307372923
A2_L1_4,Palbociclib,295,-0.1808,0.0018187724868473322,0.033263685600157696
A3_L1_3,Sunitinib,488,-0.1806,6.0077736895763614e-05,0.002779716184729361
A1_L1_15,Venetoclax,367,-0.1805,0.0005111630070394613,0.01315025163338033
A2_L1_4,PP2,85,-0.1798,0.09969584164939602,0.3845826681431858
A1_L1_0,Bosutinib (SKI-606),456,-0.1793,0.00011877913028466402,0.0046316390425466475
A1_L1_13,Ralimetinib (LY2228820),42,-0.1793,0.255810934777231,0.5987796087467663
A1_L1_7,Nutlin 3a,323,-0.1791,0.0012237435036343766,0.024876097450928312
A0_L1_2,Ralimetinib (LY2228820),42,-0.179,0.25670502121460487,0.5987796087467663
A1_L1_12,AT-101,85,-0.179,0.10121776855111461,0.3873024166669094
A2_L1_4,Ralimetinib (LY2228820),42,-0.1785,0.2580205191970571,0.5991688899460718
A3_L1_8,MK-2206,448,-0.1784,0.00014644670174786883,0.005264208776623469
A2_L1_4,TG101348,85,-0.1783,0.10257312049753577,0.38967729600779516
A0_L1_4,TG101348,85,-0.1783,0.10245832747685821,0.38967729600779516
A0_L1_6,Ranolazine,45,-0.1778,0.24252941382420204,0.5855460925662199
A1_L1_10,AMPK Inhibitor,85,-0.1776,0.10390263533365246,0.3922811341546984
A1_L1_6,A-674563,461,-0.1775,0.00012720369471596484,0.004838422743797435
A0_L1_4,Doramapimod (BIRB 796),454,-0.1772,0.0001477374721181425,0.005264208776623469
A1_L1_6,Erlotinib,485,-0.1771,8.786456653385569e-05,0.003756967672482105
A0_L1_13,Indisulam,117,-0.177,0.05622276267132131,0.2822519259612892
A0_L1_8,PP242,458,-0.1769,0.0001417761829491889,0.005201256415887403
A0_L1_4,XMD 8-87,45,-0.1765,0.24599420925149118,0.5890413278957513
A1_L1_6,Sunitinib,488,-0.1763,9.036614539792015e-05,0.0038374664484048283
A2_L1_4,SU11274,402,-0.1761,0.00038747325365972153,0.011019881526102171
A1_L1_16,Elesclomol,431,-0.1753,0.0002549989365722927,0.008036506068887643
A0_L1_2,17-AAG (Tanespimycin),449,-0.1751,0.000191586831056229,0.006420747851614161
A1_L1_0,Staurosporine,89,-0.1746,0.1018320253211399,0.38836680391392764
A3_L1_8,Flavopiridol,451,-0.1745,0.00019617939533545233,0.006539313177848411
A3_L1_7,Ralimetinib (LY2228820),42,-0.1738,0.2709687389171182,0.611355961166715
A0_L1_8,Bortezomib (Velcade),463,-0.1734,0.00017658774153656354,0.006025627075487355
A1_L1_16,SNS-032 (BMS-387032),458,-0.173,0.00019927893761069717,0.006604601912849593
A2_L1_4,JNJ-38877605,454,-0.173,0.00021312818682863666,0.006954709254408144
A0_L1_8,Entospletinib (GS-9973),313,-0.1729,0.0021356851284232044,0.037408049235002974
A1_L1_6,Nutlin 3a,323,-0.1729,0.001817280271475015,0.033263685600157696
A0_L1_9,Birinapant,86,-0.1728,0.11156109851456672,0.4035960367378731
A2_L1_4,JNJ-28312141,316,-0.1726,0.0020794528988821166,0.03683602278019749
A2_L1_4,Ponatinib (AP24534),301,-0.1723,0.002708477643125085,0.043730628612957095
A1_L1_8,Indisulam,117,-0.1723,0.06324979790788339,0.2993744603008979
A2_L1_9,AT-101,85,-0.1722,0.11502606504367403,0.40986299038550517
A3_L1_3,Erlotinib,485,-0.1721,0.00014015953938886067,0.005172554429827001
A0_L1_2,SB-202190,85,-0.172,0.11555003917311363,0.41078568972093144
A0_L1_2,Axitinib (AG-013736),476,-0.172,0.00016248074931005923,0.005627824836437806
A0_L1_8,Doramapimod (BIRB 796),454,-0.1718,0.00023613436266723604,0.007507861787368532
A0_L1_8,Ponatinib (AP24534),301,-0.1715,0.0028387706815531633,0.04524518824069309
A0_L1_11,AMPK Inhibitor,85,-0.171,0.11757923550486862,0.41556817552395847
A0_L1_2,KI20227,405,-0.1703,0.0005788874779744442,0.014472186949361105
A1_L1_2,Go6976,85,-0.1701,0.11961421467078845,0.4184809889579703
A1_L1_10,JNK Inhibitor II,82,-0.17,0.12678936193025003,0.43098712526558297
A0_L1_2,Vismodegib (GDC-0449),457,-0.17,0.0002619084591816367,0.008159962044855014
A0_L1_6,SB-203580,85,-0.1694,0.12110915526065236,0.42068604534532295
A1_L1_14,Nilotinib,472,-0.1693,0.00021940991547949362,0.00712220668048618
A1_L1_14,p38 MAP Kinase Inhibitor,85,-0.1693,0.12143787955623538,0.42132896096735273
A2_L1_0,Entrectinib,215,-0.1692,0.01295206810904291,0.12316383784672706
A1_L1_4,SB-203580,85,-0.1691,0.12191667899792312,0.42239347821869244
A3_L1_7,SB-203580,85,-0.1685,0.1231467294548863,0.42375076460415173
A1_L1_6,Palbociclib,295,-0.1681,0.0037882365870219735,0.055004840373621154
A1_L1_0,BLZ945,45,-0.168,0.26995329024073333,0.6101751365266301
A2_L1_4,A-674563,461,-0.1674,0.00030719860670522605,0.00929088469059708
A1_L1_6,AZD1152-HQPA (AZD2811),455,-0.1671,0.0003425433282859542,0.010210426131600558
A0_L1_11,Etomoxir,44,-0.1668,0.2792014139307076,0.6225279230793382
A0_L1_8,Masitinib (AB-1010),448,-0.1666,0.00039818065475674376,0.011228977658284978
A1_L1_14,Lovastatin,134,-0.1666,0.05440524977272028,0.27854050255232515
A0_L1_8,Sorafenib,494,-0.1663,0.00020448203125795743,0.006707876157668445
A0_L1_2,Tofacitinib (CP-690550),458,-0.1662,0.00035362586274586476,0.010417634012467652
A1_L1_8,ABT-737,236,-0.1662,0.010560676203345104,0.11222866088651934
A1_L1_0,Elesclomol,431,-0.166,0.0005389379282504564,0.013696432128568
A1_L1_16,Axitinib (AG-013736),476,-0.1658,0.0002799241125149927,0.008591730186103737
A3_L1_3,Quizartinib (AC220),461,-0.1656,0.00035527362054545635,0.010417634012467652
A1_L1_16,Linifanib (ABT-869),453,-0.1652,0.0004157221009203607,0.011562848489433217
A0_L1_8,PHT-427,448,-0.1649,0.00045705647079598776,0.012267316532186686
A3_L1_5,PH-797804,45,-0.1646,0.28004685375211685,0.6227727737672613
A1_L1_16,Ponatinib (AP24534),301,-0.1646,0.004195779740234625,0.059122350885124256
A0_L1_8,Lenvatinib,343,-0.1645,0.002243822319578097,0.038751248973215045
A3_L1_3,Vargetef,452,-0.1644,0.0004504901430508466,0.012180778658542817
A0_L1_9,Panobinostat,286,-0.1635,0.005567262741968858,0.07312929872925195
A1_L1_16,Cediranib (AZD2171),454,-0.1633,0.000476490961119496,0.012517982876868115
A1_L1_2,GSK-2879552,84,-0.1631,0.13822815760808738,0.44929618304741736
A0_L1_8,Elesclomol,431,-0.163,0.0006804027972059702,0.016181499758647425
A1_L1_10,NVP-AEW541,44,-0.1627,0.29146244551544626,0.6333301010949075
A0_L1_4,VX-745,457,-0.1627,0.0004801263169682659,0.012560266519844931
A0_L1_11,Entospletinib (GS-9973),313,-0.1626,0.00393266882190174,0.056441080314330525
A2_L1_7,Baiclein,45,-0.1624,0.286389724792293,0.628695839514393
A1_L1_10,Ponatinib (AP24534),301,-0.1623,0.00475478993895141,0.06551043915888609
A3_L1_13,Artemisinin,196,-0.1619,0.023425500634747364,0.17372978939645176
A1_L1_8,NVP-AEW541,44,-0.1619,0.29360360783630535,0.6344301301736857
A0_L1_13,AT-101,85,-0.1616,0.1394350310705936,0.4509635851005114
A2_L1_0,Sorafenib,494,-0.1612,0.0003225985628884772,0.009662372415017191
A1_L1_14,Rapamycin,466,-0.1612,0.00047524516951873207,0.012517982876868115
A1_L1_16,INK-128,458,-0.161,0.0005421147650727978,0.013718822626332026
A1_L1_7,Dovitinib (CHIR-258),455,-0.161,0.0005654479016577743,0.014251125976740654
A2_L1_4,SR9011,266,-0.1607,0.008635363789603641,0.09970066200287259
A1_L1_16,PRT062607,447,-0.1606,0.0006519715898659639,0.015943809812425436
A3_L1_5,Etomoxir,44,-0.1604,0.2982046121940802,0.6365104837171643
A1_L1_1,Dasatinib,493,-0.1595,0.0003770289629164719,0.010772256083327767
A3_L1_8,Linifanib (ABT-869),453,-0.1595,0.0006583304107804298,0.01597425397675583
A1_L1_9,AT7519,446,-0.1591,0.0007439417438929347,0.01740542947975923
A1_L1_0,Nilotinib,472,-0.1587,0.0005390208773178374,0.013696432128568
A0_L1_2,Lestaurtinib (CEP-701),84,-0.1586,0.14972622271679964,0.47023368090138995
A2_L1_4,Pelitinib (EKB-569),452,-0.1585,0.0007175721050590541,0.016916148484281884
A1_L1_6,AT-101,85,-0.1585,0.1474793432927566,0.4672314401712268
A0_L1_11,CHIR-99021,457,-0.1583,0.0006811889414527385,0.016181499758647425
A0_L1_8,Sunitinib,488,-0.1583,0.0004475853160878651,0.01217117964800335
A2_L1_12,Artemisinin,196,-0.1582,0.026749882007867164,0.18825115601450218
A2_L1_7,Etomoxir,44,-0.1582,0.30515076233492777,0.6439346030022496
A2_L1_4,JNK Inhibitor II,82,-0.1581,0.15596186085158076,0.477512857915951
A3_L1_8,Cediranib (AZD2171),454,-0.1569,0.0007958031744431723,0.018341931901664194
A1_L1_8,Perhexiline maleate,37,-0.1565,0.35505425199333607,0.6851342553248315
A0_L1_13,XMD 8-87,45,-0.1563,0.3053496343268732,0.6439346030022496
A3_L1_3,BMS-754807,41,-0.1561,0.32974074179257873,0.6660662213186036
A1_L1_7,Sorafenib,494,-0.1561,0.0004979477172353796,0.012863649361913972
A1_L1_16,Flavopiridol,451,-0.1556,0.0009182801044803231,0.020479628229417277
A0_L1_2,PH-797804,45,-0.1556,0.3074185177970705,0.6447468895718041
A2_L1_12,PLX-4720,88,-0.1555,0.14794168625905715,0.46766081463182246
A1_L1_6,SR9011,266,-0.1555,0.01111859211654793,0.11314230258566045
A2_L1_3,Elesclomol,431,-0.1553,0.0012191978689467945,0.024865219695625412
A1_L1_0,PH-797804,45,-0.1547,0.3102654210678613,0.646856724768277
A1_L1_1,XMD 8-87,45,-0.1545,0.3109399802904662,0.6471392674726051
A2_L1_12,Baiclein,45,-0.1544,0.31110710311263623,0.647269811845082
A2_L1_3,GW-2580,440,-0.154,0.0011904401044693271,0.024628588585726367
A1_basin_edge_0,Lovastatin,134,-0.1539,0.07579713412279869,0.3302475274500013
A0_L1_2,GDC-0941,424,-0.1538,0.0014950903675834573,0.02924151507576478
A2_L1_0,Regorafenib (BAY 73-4506),450,-0.1536,0.0010843638332049808,0.023024163581749593
A0_L1_8,VX-745,457,-0.1533,0.0010067184248577206,0.02213352565290024
A0_L1_6,p38 MAP Kinase Inhibitor,85,-0.1532,0.1614491952711136,0.4859150537285943
A3_L1_3,Entrectinib,215,-0.1531,0.02479787292364957,0.17975775672606475
A0_L1_4,AKT Inhibitor IV,83,-0.153,0.1673812783301466,0.49183124438242126
A2_L1_7,Indisulam,117,-0.1529,0.09989961320109707,0.3847065849980135
A1_L1_1,Crenolanib,446,-0.1529,0.0011967697788428744,0.024628588585726367
A1_L1_14,SB-202190,85,-0.1527,0.16283511832937375,0.4871557034897776
A1_L1_14,Selumetinib (AZD6244),456,-0.1526,0.0010762433810062697,0.022930271347899902
A1_L1_16,Etomoxir,44,-0.1525,0.3229648657413948,0.6593289982208258
A3_L1_8,Go6976,85,-0.1525,0.16354398192551994,0.48803297196151846
A1_L1_6,Cytarabine,329,-0.1525,0.005586423100974303,0.0732258419155194
A1_L1_6,SU11274,402,-0.1525,0.0021755507188994257,0.03795877244873471
A0_L1_4,Ruxolitinib (INCB018424),449,-0.1524,0.0011996506053047358,0.024628588585726367
A1_L1_16,AT7519,446,-0.1524,0.0012410080429402664,0.024981330734511857
A0_L1_4,Tofacitinib (CP-690550),458,-0.1523,0.0010758027196674648,0.022930271347899902
A1_L1_0,Ralimetinib (LY2228820),42,-0.152,0.33671822543801744,0.6699143930000045
A0_L1_13,Venetoclax,367,-0.1518,0.0035518444176725725,0.052557125034773146
A1_L1_4,p38 MAP Kinase Inhibitor,85,-0.1514,0.16648317966841505,0.4905873165133904
A1_L1_12,Ranolazine,45,-0.1513,0.3212002568095684,0.6572414495773347
A2_L1_0,LY-333531,415,-0.1512,0.002007248276788706,0.03586437843253596
A1_L1_10,Entrectinib,215,-0.1505,0.02738631070310053,0.19124353184678802
A0_L1_2,Idelalisib,444,-0.1505,0.0014746683384580935,0.029025218090286287
A1_L1_6,Quizartinib (AC220),461,-0.1503,0.0012134370848062626,0.024829405695705704
A3_L1_3,PHA-665752,452,-0.1502,0.0013570604923221273,0.027053939075232118
A0_L1_9,BLZ945,45,-0.1501,0.32514949691877915,0.6620504611534938
